St. Jude Medical. File Revision : 5.2
Export Data Element : Labels
Export from Study : study_dwsG701994_2021_09_29_08_57_06
Export from Segment : Seg 00011
Export User Comments : Add comments here
Export files Stored in Dir : /var/STJ/Clinical/systemStudy/study_dwsG701994_2021_09_29_08_57_06/export/2021_09_29_16_44_55/
Export Start Time (h:m:s.msec) : 11:12:23.465
Export Start Time (secs usecs) : 1632913943 465410
Export End Time (h:m:s.msec) : 11:12:23.615
Export End Time (secs usecs) : 1632913943 615410
Export Duration (h:m:s.msec) : 00:00:00.150

Text: Label Name
Type: 3DP|3DE|3DD|DIF|ENS
   3DP: 3D label at an EnGuide electrode location BUT projected onto a surface, if possible
   3DE: 3D label at an EnGuide electrode location
   ENS: Surface label placed on an EnSite surface
   3DD: 3D label imported as part of a DIF file
   DIF: Surface label placed on a DIF surface
Surface: Name of surface on which label is placed or projected, if any
x,y,z: Coordinates of center of label in space
xt,yt,zt: Coordinates of transformed center of label in space
xw,yw,zw: Coordinates of actual center of label in space
Display: 0: NOT displayed, 1: Displayed, if possible
Visible: 0: NOT visible, 1: Visible

Number of waves (columns): ,11                  
Number of samples (rows): ,57                  
Text,Type,Surface,x,y,z,xt,yt,zt,xw,yw,zw,Display,Visible,
o,ENS,LA ANTERIOR,119.461,44.967,266.218,134.322,46.842,266.275,134.328,46.846,266.279,0,1
o,ENS,LA ANTERIOR,111.805,37.186,266.001,122.903,28.079,269.999,122.903,28.080,269.998,0,1
o,ENS,LA ANTERIOR,106.606,32.211,258.577,115.112,23.245,259.551,115.112,23.248,259.550,0,1
o,ENS,LA ANTERIOR,109.238,30.444,244.847,119.527,33.431,238.385,119.512,33.423,238.300,0,1
o,ENS,LA ANTERIOR,115.618,39.344,250.718,127.879,47.962,243.507,127.811,47.835,243.632,0,1
o,ENS,LA ANTERIOR,92.611,39.923,273.070,93.897,23.581,281.222,93.906,23.553,281.219,0,1
o,ENS,LA ANTERIOR,93.848,39.797,272.113,95.769,24.451,279.355,95.808,24.350,279.360,0,1
o,ENS,LA ANTERIOR,94.347,39.594,271.415,96.515,24.757,278.116,96.564,24.616,278.118,0,1
o,ENS,LA ANTERIOR,94.082,39.393,271.051,96.119,24.618,277.586,96.165,24.483,277.582,0,1
o,ENS,LA ANTERIOR,94.539,38.978,269.905,96.792,24.863,275.626,96.822,24.752,275.623,0,1
o,ENS,LA ANTERIOR,94.942,38.723,269.169,97.379,25.050,274.340,97.414,24.881,274.336,0,1
o,ENS,LA ANTERIOR,95.360,38.728,269.058,97.989,25.218,274.092,98.035,25.007,274.094,0,1
o,ENS,LA ANTERIOR,95.848,38.517,268.477,98.699,25.354,273.076,98.743,25.149,273.079,0,1
o,ENS,LA ANTERIOR,95.145,38.341,268.195,97.680,25.162,272.677,97.715,24.948,272.674,0,1
o,ENS,LA ANTERIOR,94.817,37.606,266.525,97.266,25.157,269.860,97.292,24.914,269.859,0,1
o,ENS,LA ANTERIOR,95.272,37.335,265.810,97.944,25.299,268.597,97.967,24.933,268.605,0,1
o,ENS,LA ANTERIOR,95.129,37.158,265.395,97.771,25.325,267.884,97.773,24.916,267.888,0,1
